name,quantity,unit,price,currency,date,reseller,zipcode
Stuttgarter Hofbräu Käpsele,"0,33",l,"1,09",€,18/08/2024,Flink,
Uerige Altbier,"0,5",l,"1,99",€,18/08/2024,Flink,
Kehrwieder Prototyp,"0,33",l,"2,59",€,18/08/2024,Flink,
Schwaben Bräu Das Echte Märzen,"0,5",l,"0,99",€,18/08/2024,Flink,
Maschinenbrauer Aachener Landbier,"0,33",l,"1,99",€,18/08/2024,Flink,
"Vagabund My Pony, my saddle and Me Pale Ale","0,33",l,"2,09",€,18/08/2024,Flink,
Vagabund Sessionable Healing IPA,"0,33",l,"2,09",€,18/08/2024,Flink,
Ganter Urtrunk,"0,33",l,"1,09",€,18/08/2024,Flink,
Crew Republic Drunken Sailor IPA,"0,33",l,"1,99",€,18/08/2024,Flink,
Crew Republic Easy,"0,33",l,"1,99",€,18/08/2024,Flink,
Crew Republic In Your Face IPA,"0,33",l,"1,99",€,18/08/2024,Flink,
BrewDog Punk IPA,"0,33",l,"1,99",€,18/08/2024,Flink,
Becks Blue alkoholfrei,"0,33",l,"1,19",€,18/08/2024,Flink,
Becks Blue alkoholfrei,"6x0,33",l,"5,19",€,18/08/2024,Flink,
"Corona Cero Alkoholfrei 0,0%","6x0,355",l,"7,49",€,18/08/2024,Flink,
Erdinger Weißbier Alkoholfrei,"0,5",l,"1,29",€,18/08/2024,Flink,
"Paulaner Weißbier Alkoholfrei 0,0%","0,5",l,"1,49",€,18/08/2024,Flink,
Paulaner Weißbier Zitrone Alkoholfrei,"0,5",l,"1,09",€,18/08/2024,Flink,
Mönchshof Natur Radler alkoholfrei,"0,5",l,"1,19",€,18/08/2024,Flink,
"Astra Granate Energy 0,0% vol.","0,33",l,"1,09",€,18/08/2024,Flink,
Franziskaner Weissbier Alkoholfrei,"0,5",l,"1,39",€,18/08/2024,Flink,
Maisel Weiße Alkoholfrei,"0,5",l,"1,29",€,18/08/2024,Flink,
Jever FUN Alkoholfrei,"0,33",l,"1,29",€,18/08/2024,Flink,
Jever FUN Alkoholfrei,"6x0,33",l,"5,79",€,18/08/2024,Flink,
Störtebeker Atlantik Ale alkfr.,"0,5",l,"1,59",€,18/08/2024,Flink,
BRLO Naked Alkoholfrei,"0,33",l,"2,29",€,18/08/2024,Flink,
Ratsherrn Pils alkoholfrei,"0,33",l,"1,19",€,18/08/2024,Flink,
"Früh Kölsch 0,0% alkoholfrei","0,33",l,"0,89",€,18/08/2024,Flink,
Früh Sport Zitrone Alkoholfrei,"0,33",l,"1,19",€,18/08/2024,Flink,
Ur Krostitzer Pils Alkoholfrei,"0,5",l,"0,89",€,18/08/2024,Flink,
Feldschlößchen Radler Naturtrüb Alkoholfrei,"0,5",l,"0,99",€,18/08/2024,Flink,
Bitburger Pils Alkoholfrei,"0,33",l,"0,99",€,18/08/2024,Flink,
Landgang Der Kapitän Alkoholfrei,"0,33",l,"2,59",€,18/08/2024,Flink,
Bleifrei Pils naturtrüb alkoholfrei,330,ml,"0,89",€,18/08/2024,Flink,
Hacklberg Urhell Alkoholfrei,"0,5",l,"0,99",€,18/08/2024,Flink,
Wolters Radler Naturtrüb Alkoholfrei,"6x0,33",l,"5,19",€,18/08/2024,Flink,
Hopf Weiße Alkoholfrei,"0,5",l,"1,39",€,18/08/2024,Flink,
Somersby Apple Cider,"0,33",l,"1,69",€,18/08/2024,Flink,
Somersby Blackberry Cider,"0,33",l,"1,69",€,18/08/2024,Flink,
Bembel with Care Apfelwein Gold,"0,5",l,"1,39",€,18/08/2024,Flink,
Bembel with Care Apfelwein Pur,"0,5",l,"1,39",€,18/08/2024,Flink,
